date,open,high,low,close,volume
2023-07-02 01:00:00+00:00,30583.26953125,30599.794921875,30567.79296875,30572.578125,0
2023-07-02 02:00:00+00:00,30568.876953125,30605.974609375,30494.0546875,30553.68359375,0
2023-07-02 03:00:00+00:00,30546.740234375,30554.326171875,30497.244140625,30509.33203125,5613568
2023-07-02 04:00:00+00:00,30513.326171875,30532.9375,30496.775390625,30523.962890625,0
2023-07-02 05:00:00+00:00,30531.26171875,30557.751953125,30492.9375,30492.9375,137664000
2023-07-02 06:00:00+00:00,30489.0234375,30517.0234375,30484.865234375,30484.865234375,0
2023-07-02 07:00:00+00:00,30487.740234375,30515.708984375,30484.658203125,30512.984375,0
2023-07-02 08:00:00+00:00,30515.19921875,30547.890625,30503.259765625,30519.6875,64679936
2023-07-02 09:00:00+00:00,30511.921875,30544.1484375,30501.943359375,30527.919921875,0
2023-07-02 10:00:00+00:00,30529.396484375,30537.51171875,30515.876953125,30516.2265625,0
2023-07-02 11:00:00+00:00,30518.4375,30544.681640625,30512.166015625,30544.681640625,0
2023-07-02 12:00:00+00:00,30541.296875,30570.712890625,30519.126953125,30532.119140625,0
2023-07-02 13:00:00+00:00,30531.646484375,30535.15625,30500.53125,30521.486328125,0
2023-07-02 14:00:00+00:00,30518.404296875,30612.333984375,30493.193359375,30594.458984375,114832896
2023-07-02 15:00:00+00:00,30592.99609375,30606.462890625,30264.01953125,30499.31640625,774202368
2023-07-02 16:00:00+00:00,30497.865234375,30649.216796875,30492.33203125,30579.611328125,154286080
2023-07-02 17:00:00+00:00,30574.21484375,30586.03515625,30454.88671875,30457.48828125,216002560
2023-07-02 18:00:00+00:00,30449.275390625,30523.486328125,30397.16796875,30523.486328125,113380352
2023-07-02 19:00:00+00:00,30519.251953125,30562.931640625,30519.251953125,30559.958984375,12095488
2023-07-02 20:00:00+00:00,30559.4296875,30622.62890625,30532.482421875,30600.119140625,80834560
2023-07-02 21:00:00+00:00,30591.4921875,30610.06640625,30556.58984375,30559.28515625,157415424
2023-07-02 22:00:00+00:00,30586.626953125,30766.140625,30535.974609375,30657.0390625,891447296
2023-07-02 23:00:00+00:00,30654.7109375,30654.7109375,30563.078125,30619.71875,256236544
2023-07-03 00:00:00+00:00,30624.515625,30685.232421875,30601.169921875,30628.865234375,36508672
2023-07-03 01:00:00+00:00,30635.439453125,30739.734375,30635.439453125,30667.798828125,114544640
2023-07-03 02:00:00+00:00,30665.361328125,30777.37109375,30665.361328125,30758.95703125,58370048
2023-07-03 03:00:00+00:00,30773.80078125,30788.927734375,30757.19140625,30769.85546875,19851264
2023-07-03 04:00:00+00:00,30759.115234375,30789.11328125,30683.98828125,30683.98828125,152043520
2023-07-03 05:00:00+00:00,30680.4375,30701.947265625,30673.763671875,30673.763671875,3083264
2023-07-03 06:00:00+00:00,30674.599609375,30681.171875,30628.228515625,30646.96875,134290432
2023-07-03 07:00:00+00:00,30651.3515625,30746.455078125,30644.861328125,30668.576171875,287362048
2023-07-03 08:00:00+00:00,30675.458984375,30695.072265625,30618.41015625,30645.9140625,227468288
2023-07-03 09:00:00+00:00,30645.107421875,30668.294921875,30611.462890625,30611.462890625,64418816
2023-07-03 10:00:00+00:00,30612.115234375,30666.21875,30605.658203125,30652.93359375,166940672
2023-07-03 11:00:00+00:00,30652.357421875,30673.73046875,30628.65234375,30648.7578125,275812352
2023-07-03 12:00:00+00:00,30640.31640625,30640.31640625,30586.513671875,30637.892578125,268482560
2023-07-03 13:00:00+00:00,30653.400390625,30691.912109375,30617.154296875,30653.873046875,191156224
2023-07-03 14:00:00+00:00,30662.95703125,30754.716796875,30662.95703125,30727.99609375,130143232
2023-07-03 15:00:00+00:00,30751.595703125,31119.783203125,30751.595703125,31056.48828125,755219456
2023-07-03 16:00:00+00:00,31066.236328125,31105.017578125,30897.69921875,31041.693359375,497711104
2023-07-03 17:00:00+00:00,31057.98046875,31057.98046875,30928.501953125,31011.302734375,213790720
2023-07-03 18:00:00+00:00,31017.625,31221.068359375,31011.57421875,31221.068359375,364609536
2023-07-03 19:00:00+00:00,31209.623046875,31375.61328125,31146.240234375,31282.052734375,958395392
2023-07-03 20:00:00+00:00,31251.423828125,31300.47265625,31133.412109375,31133.412109375,342475776
2023-07-03 21:00:00+00:00,31126.82421875,31127.119140625,30960.8984375,31054.4296875,351425536
2023-07-03 22:00:00+00:00,31050.197265625,31140.97265625,31050.197265625,31137.158203125,0
2023-07-03 23:00:00+00:00,31136.115234375,31156.306640625,31099.27734375,31156.306640625,0
2023-07-04 00:00:00+00:00,31156.865234375,31177.7265625,31105.02734375,31122.2890625,0
2023-07-04 01:00:00+00:00,31121.181640625,31300.580078125,31121.181640625,31283.041015625,435480576
2023-07-04 02:00:00+00:00,31293.587890625,31325.197265625,31222.44140625,31273.78515625,17422336
2023-07-04 03:00:00+00:00,31272.7734375,31272.7734375,31191.720703125,31191.720703125,37893120
2023-07-04 04:00:00+00:00,31206.00390625,31211.875,31029.44921875,31064.640625,51198976
2023-07-04 05:00:00+00:00,31061.322265625,31084.599609375,30992.951171875,30992.951171875,142054400
2023-07-04 06:00:00+00:00,30959.98046875,31049.978515625,30911.646484375,31014.837890625,280168448
2023-07-04 07:00:00+00:00,31015.115234375,31039.001953125,30921.96484375,30921.96484375,0
2023-07-04 08:00:00+00:00,30909.212890625,30977.046875,30909.212890625,30925.7890625,0
2023-07-04 09:00:00+00:00,30939.21484375,31042.1015625,30900.0703125,31013.0625,201310208
2023-07-04 10:00:00+00:00,31022.82421875,31054.07421875,30988.39453125,31030.732421875,16364544
2023-07-04 11:00:00+00:00,31029.298828125,31074.384765625,31011.9140625,31073.923828125,0
2023-07-04 12:00:00+00:00,31070.345703125,31074.693359375,31024.697265625,31053.2734375,0
2023-07-04 13:00:00+00:00,31051.22265625,31060.732421875,31000.140625,31007.48046875,0
2023-07-04 14:00:00+00:00,31004.87890625,31048.974609375,30978.685546875,30978.685546875,0
2023-07-04 15:00:00+00:00,30980.77734375,31011.1171875,30910.16796875,30953.216796875,0
2023-07-04 16:00:00+00:00,30962.287109375,31105.99609375,30893.890625,30956.166015625,0
2023-07-04 17:00:00+00:00,30959.703125,30994.11328125,30884.32421875,30899.19921875,0
2023-07-04 18:00:00+00:00,30895.5703125,30939.51171875,30853.421875,30901.572265625,0
2023-07-04 19:00:00+00:00,30909.501953125,30915.03515625,30670.419921875,30711.66796875,0
2023-07-04 20:00:00+00:00,30700.72265625,30812.85546875,30700.62109375,30803.97265625,0
2023-07-04 21:00:00+00:00,30809.564453125,30826.189453125,30766.03125,30810.494140625,0
2023-07-04 22:00:00+00:00,30805.6484375,30819.912109375,30777.28515625,30819.912109375,0
2023-07-04 23:00:00+00:00,30821.087890625,30838.16796875,30774.771484375,30774.771484375,0
2023-07-05 00:00:00+00:00,30773.41796875,30839.107421875,30769.326171875,30769.8359375,0
2023-07-05 01:00:00+00:00,30774.00390625,30843.541015625,30773.12109375,30803.65234375,0
2023-07-05 02:00:00+00:00,30806.9453125,30863.18359375,30802.6953125,30832.525390625,0
2023-07-05 03:00:00+00:00,30843.708984375,30877.330078125,30842.654296875,30871.453125,0
2023-07-05 04:00:00+00:00,30871.37109375,30871.37109375,30828.564453125,30837.599609375,0
2023-07-05 05:00:00+00:00,30837.2890625,30870.736328125,30813.146484375,30815.720703125,130612224
2023-07-05 06:00:00+00:00,30816.314453125,30838.765625,30790.958984375,30816.859375,0
2023-07-05 07:00:00+00:00,30819.8984375,30822.470703125,30767.0546875,30769.2890625,0
2023-07-05 08:00:00+00:00,30773.12109375,30789.5703125,30696.919921875,30764.412109375,87008256
2023-07-05 09:00:00+00:00,30762.509765625,30773.142578125,30675.89453125,30675.89453125,0
2023-07-05 10:00:00+00:00,30668.021484375,30697.501953125,30441.044921875,30441.044921875,609017856
2023-07-05 11:00:00+00:00,30417.76953125,30486.728515625,30381.984375,30409.1796875,508269568
2023-07-05 12:00:00+00:00,30370.033203125,30431.046875,30336.46484375,30353.658203125,374141952
2023-07-05 13:00:00+00:00,30323.6015625,30375.8828125,30225.61328125,30353.05078125,513565696
2023-07-05 14:00:00+00:00,30356.9921875,30442.623046875,30341.115234375,30423.404296875,156555264
2023-07-05 15:00:00+00:00,30415.052734375,30415.052734375,30262.48046875,30358.0234375,161985536
2023-07-05 16:00:00+00:00,30352.587890625,30473.1484375,30339.615234375,30469.451171875,0
2023-07-05 17:00:00+00:00,30462.208984375,30567.62890625,30454.4453125,30533.791015625,0
2023-07-05 18:00:00+00:00,30527.205078125,30585.283203125,30448.904296875,30479.470703125,54565888
2023-07-05 19:00:00+00:00,30492.998046875,30535.365234375,30456.271484375,30456.271484375,0
2023-07-05 20:00:00+00:00,30434.75,30497.443359375,30424.484375,30477.73828125,0
2023-07-05 21:00:00+00:00,30472.513671875,30497.134765625,30428.78515625,30460.8828125,18523136
2023-07-05 22:00:00+00:00,30472.603515625,30505.3359375,30414.556640625,30435.919921875,114703360
2023-07-05 23:00:00+00:00,30445.900390625,30529.431640625,30400.3828125,30516.220703125,150020096
2023-07-06 00:00:00+00:00,30507.150390625,30526.1015625,30396.359375,30405.30078125,66695168
2023-07-06 01:00:00+00:00,30413.62890625,30479.55859375,30359.109375,30479.55859375,78550016
2023-07-06 02:00:00+00:00,30476.21484375,30555.6484375,30472.3046875,30479.08984375,84755456
2023-07-06 03:00:00+00:00,30488.94921875,30527.3046875,30472.951171875,30504.703125,0
2023-07-06 04:00:00+00:00,30506.40625,30535.888671875,30458.384765625,30465.6484375,62435328
2023-07-06 05:00:00+00:00,30463.060546875,30596.681640625,30449.921875,30593.751953125,186156032
2023-07-06 06:00:00+00:00,30594.27734375,30722.904296875,30561.6875,30703.626953125,288436224
2023-07-06 07:00:00+00:00,30698.369140625,30854.220703125,30698.369140625,30810.107421875,572507136
2023-07-06 08:00:00+00:00,30816.46484375,31303.9140625,30795.7578125,31303.9140625,918002688
2023-07-06 09:00:00+00:00,31340.861328125,31460.052734375,31078.896484375,31094.70703125,1725487104
2023-07-06 10:00:00+00:00,31063.62890625,31269.1796875,31063.62890625,31257.51171875,0
2023-07-06 11:00:00+00:00,31261.30859375,31261.30859375,30802.2265625,30802.2265625,142167040
2023-07-06 12:00:00+00:00,30838.546875,30860.548828125,30562.203125,30612.57421875,895569920
2023-07-06 13:00:00+00:00,30595.45703125,30656.947265625,30385.8359375,30385.8359375,138776576
2023-07-06 14:00:00+00:00,30366.953125,30417.560546875,29892.2265625,30165.876953125,1849597952
2023-07-06 15:00:00+00:00,30167.8046875,30460.47265625,30092.021484375,30420.53125,537868288
2023-07-06 16:00:00+00:00,30408.216796875,30463.181640625,30193.677734375,30325.4609375,509630464
2023-07-06 17:00:00+00:00,30316.546875,30346.228515625,30225.94140625,30297.044921875,0
2023-07-06 18:00:00+00:00,30293.751953125,30374.03515625,30222.7578125,30374.03515625,12494848
2023-07-06 19:00:00+00:00,30374.958984375,30374.958984375,30265.736328125,30309.66015625,101382144
2023-07-06 20:00:00+00:00,30311.115234375,30338.740234375,30267.091796875,30306.470703125,6078464
2023-07-06 21:00:00+00:00,30317.931640625,30345.796875,30190.43359375,30219.58203125,139980800
2023-07-06 22:00:00+00:00,30219.3046875,30253.822265625,30126.51953125,30154.732421875,68913152
2023-07-06 23:00:00+00:00,30140.880859375,30140.880859375,29918.4296875,29931.939453125,623691776
2023-07-07 00:00:00+00:00,29907.998046875,30085.802734375,29777.28515625,30038.08984375,923074560
2023-07-07 01:00:00+00:00,30053.076171875,30118.6875,29981.708984375,30106.765625,185653248
2023-07-07 02:00:00+00:00,30097.23828125,30131.13671875,30071.865234375,30095.69921875,57763840
2023-07-07 03:00:00+00:00,30103.927734375,30159.337890625,30082.36328125,30146.52734375,166969344
2023-07-07 04:00:00+00:00,30153.859375,30169.6875,30089.662109375,30092.861328125,20160512
2023-07-07 05:00:00+00:00,30096.234375,30278.3125,30077.826171875,30215.1015625,90341376
2023-07-07 06:00:00+00:00,30216.037109375,30233.55078125,30126.40234375,30132.95703125,0
2023-07-07 07:00:00+00:00,30137.39453125,30139.962890625,29984.34765625,29988.15625,0
2023-07-07 08:00:00+00:00,30008.51171875,30095.47265625,29981.78125,30078.146484375,0
2023-07-07 09:00:00+00:00,30061.01171875,30183.78125,30061.01171875,30140.291015625,0
2023-07-07 10:00:00+00:00,30140.63671875,30174.525390625,30100.0859375,30174.4140625,0
2023-07-07 11:00:00+00:00,30171.94140625,30195.658203125,30110.939453125,30119.748046875,0
2023-07-07 12:00:00+00:00,30126.8125,30312.56640625,30094.873046875,30208.40625,0
2023-07-07 13:00:00+00:00,30204.16796875,30381.197265625,30138.16796875,30381.197265625,0
2023-07-07 14:00:00+00:00,30381.650390625,30430.96875,30285.107421875,30404.15234375,0
2023-07-07 15:00:00+00:00,30403.974609375,30414.365234375,30340.6953125,30414.365234375,0
2023-07-07 16:00:00+00:00,30410.642578125,30434.64453125,30336.19921875,30358.87109375,0
2023-07-07 17:00:00+00:00,30362.181640625,30362.181640625,30226.052734375,30237.287109375,0
2023-07-07 18:00:00+00:00,30243.201171875,30250.38671875,30143.58984375,30157.798828125,0
2023-07-07 19:00:00+00:00,30166.951171875,30231.91796875,30166.951171875,30225.23046875,0
2023-07-07 20:00:00+00:00,30237.515625,30298.4921875,30222.658203125,30267.84765625,0
2023-07-07 21:00:00+00:00,30267.521484375,30348.8671875,30267.521484375,30303.037109375,0
2023-07-07 22:00:00+00:00,30305.21484375,30338.755859375,30302.16015625,30317.939453125,0
2023-07-07 23:00:00+00:00,30318.099609375,30345.072265625,30315.986328125,30338.564453125,0
2023-07-08 00:00:00+00:00,30346.921875,30346.921875,30297.013671875,30297.375,0
2023-07-08 01:00:00+00:00,30292.21875,30305.71484375,30271.626953125,30305.71484375,0
2023-07-08 02:00:00+00:00,30304.001953125,30374.4375,30289.021484375,30365.548828125,0
2023-07-08 03:00:00+00:00,30361.458984375,30368.703125,30282.623046875,30283.15625,0
2023-07-08 04:00:00+00:00,30281.455078125,30287.650390625,30236.859375,30236.859375,0
2023-07-08 05:00:00+00:00,30238.92578125,30245.23828125,30200.900390625,30240.42578125,0
2023-07-08 06:00:00+00:00,30239.9296875,30257.8125,30169.76953125,30182.40625,0
2023-07-08 07:00:00+00:00,30181.3359375,30225.185546875,30181.3359375,30201.736328125,0
2023-07-08 08:00:00+00:00,30201.205078125,30298.595703125,30197.55078125,30275.123046875,0
2023-07-08 09:00:00+00:00,30282.05859375,30283.787109375,30235.6015625,30248.119140625,0
2023-07-08 10:00:00+00:00,30251.365234375,30253.791015625,30229.470703125,30230.76171875,0
2023-07-08 11:00:00+00:00,30231.701171875,30235.02734375,30179.80078125,30205.82421875,0
2023-07-08 12:00:00+00:00,30204.94140625,30216.923828125,30177.171875,30181.666015625,0
2023-07-08 13:00:00+00:00,30180.2578125,30244.361328125,30180.2578125,30226.904296875,0
2023-07-08 14:00:00+00:00,30225.30859375,30235.541015625,30203.44921875,30214.30078125,0
2023-07-08 15:00:00+00:00,30215.94921875,30230.29296875,30195.984375,30217.71875,0
2023-07-08 16:00:00+00:00,30212.197265625,30304.130859375,30212.197265625,30258.935546875,0
2023-07-08 17:00:00+00:00,30259.533203125,30280.2109375,30252.607421875,30263.298828125,0
2023-07-08 18:00:00+00:00,30264.947265625,30264.947265625,30202.94140625,30205.380859375,0
2023-07-08 19:00:00+00:00,30205.693359375,30210.212890625,30080.16015625,30129.390625,47992320
2023-07-08 20:00:00+00:00,30121.419921875,30163.037109375,30093.37109375,30163.037109375,26689024
2023-07-08 21:00:00+00:00,30160.1640625,30200.599609375,30156.794921875,30187.052734375,0
2023-07-08 22:00:00+00:00,30192.337890625,30228.345703125,30177.533203125,30228.345703125,0
2023-07-08 23:00:00+00:00,30226.552734375,30291.787109375,30226.552734375,30291.787109375,41531392
2023-07-09 00:00:00+00:00,30291.611328125,30344.677734375,30268.478515625,30344.677734375,101550080
2023-07-09 01:00:00+00:00,30342.001953125,30403.787109375,30324.02734375,30340.916015625,128369664
2023-07-09 02:00:00+00:00,30336.9140625,30362.275390625,30280.728515625,30305.85546875,0
2023-07-09 03:00:00+00:00,30305.47265625,30326.15234375,30282.810546875,30297.296875,0
2023-07-09 04:00:00+00:00,30299.537109375,30307.177734375,30288.689453125,30296.060546875,0
2023-07-09 05:00:00+00:00,30297.005859375,30311.107421875,30275.236328125,30276.146484375,0
2023-07-09 06:00:00+00:00,30278.005859375,30278.005859375,30254.19140625,30261.962890625,0
2023-07-09 07:00:00+00:00,30264.26171875,30289.38671875,30250.904296875,30270.322265625,25711104
2023-07-09 08:00:00+00:00,30268.65234375,30311.572265625,30268.65234375,30311.572265625,0
2023-07-09 09:00:00+00:00,30308.896484375,30310.943359375,30257.783203125,30282.3984375,0
2023-07-09 10:00:00+00:00,30280.93359375,30304.73046875,30270.009765625,30286.287109375,20869120
2023-07-09 11:00:00+00:00,30285.794921875,30295.279296875,30258.51953125,30274.6484375,0
2023-07-09 12:00:00+00:00,30279.890625,30342.064453125,30267.384765625,30333.669921875,35411456
2023-07-09 13:00:00+00:00,30339.646484375,30356.982421875,30272.068359375,30280.923828125,32074240
2023-07-09 14:00:00+00:00,30276.525390625,30427.58984375,30216.388671875,30350.796875,415934464
2023-07-09 15:00:00+00:00,30349.029296875,30373.517578125,30291.62109375,30358.39453125,129211392
2023-07-09 16:00:00+00:00,30359.123046875,30359.123046875,30293.70703125,30293.70703125,0
2023-07-09 17:00:00+00:00,30295.4921875,30297.40234375,30267.6484375,30295.185546875,7225344
2023-07-09 18:00:00+00:00,30298.7578125,30310.18359375,30271.798828125,30274.978515625,210944
2023-07-09 19:00:00+00:00,30274.837890625,30274.837890625,30226.181640625,30257.302734375,0
2023-07-09 20:00:00+00:00,30253.126953125,30255.0703125,30180.666015625,30193.857421875,0
2023-07-09 21:00:00+00:00,30203.92578125,30221.26171875,30151.3515625,30154.9765625,39230464
2023-07-09 22:00:00+00:00,30155.4453125,30203.021484375,30085.591796875,30185.177734375,263432704
2023-07-09 23:00:00+00:00,30183.77734375,30190.537109375,30142.45703125,30169.638671875,0
2023-07-10 00:00:00+00:00,30172.423828125,30224.359375,29985.39453125,30106.443359375,574740480
2023-07-10 01:00:00+00:00,30098.939453125,30139.244140625,30059.548828125,30063.544921875,0
2023-07-10 02:00:00+00:00,30059.53515625,30235.078125,30059.53515625,30217.314453125,108592640
2023-07-10 03:00:00+00:00,30217.435546875,30243.349609375,30160.552734375,30163.9140625,85109760
2023-07-10 04:00:00+00:00,30164.921875,30164.921875,30128.44140625,30131.0,103470080
2023-07-10 05:00:00+00:00,30124.2421875,30142.927734375,30088.51171875,30092.970703125,45287424
2023-07-10 06:00:00+00:00,30088.60546875,30119.37890625,30066.130859375,30078.916015625,98019328
2023-07-10 07:00:00+00:00,30089.94140625,30141.861328125,30089.94140625,30113.3359375,64061440
2023-07-10 08:00:00+00:00,30113.138671875,30113.662109375,30049.828125,30087.015625,186886144
2023-07-10 09:00:00+00:00,30089.701171875,30174.904296875,30052.61328125,30161.357421875,306841600
2023-07-10 10:00:00+00:00,30158.447265625,30219.95703125,30151.072265625,30196.197265625,152599552
2023-07-10 11:00:00+00:00,30187.48046875,30233.9609375,30186.34765625,30233.9609375,161344512
2023-07-10 12:00:00+00:00,30236.330078125,30268.263671875,30156.5390625,30158.623046875,176926720
2023-07-10 13:00:00+00:00,30160.203125,30326.333984375,30159.85546875,30222.328125,293472256
2023-07-10 14:00:00+00:00,30217.783203125,30324.935546875,30217.783203125,30313.09375,37512192
2023-07-10 15:00:00+00:00,30312.0234375,30318.798828125,30247.177734375,30296.931640625,135947264
2023-07-10 16:00:00+00:00,30313.869140625,30356.1796875,30255.216796875,30343.27734375,252222464
2023-07-10 17:00:00+00:00,30351.51953125,30359.283203125,30283.578125,30283.578125,114286592
2023-07-10 18:00:00+00:00,30283.349609375,30531.912109375,30278.33984375,30531.912109375,460893184
2023-07-10 19:00:00+00:00,30526.09375,30837.74609375,30516.623046875,30837.74609375,812658688
2023-07-10 20:00:00+00:00,30833.748046875,30994.455078125,30777.53125,30797.1953125,1337991168
2023-07-10 21:00:00+00:00,30782.7890625,30787.421875,30300.39453125,30300.39453125,561013760
2023-07-10 22:00:00+00:00,30318.90625,30383.4453125,30226.65234375,30336.484375,728634368
2023-07-10 23:00:00+00:00,30345.57421875,30409.802734375,30345.57421875,30409.802734375,178481152
2023-07-11 00:00:00+00:00,30417.6328125,30488.515625,30375.580078125,30409.208984375,5122048
2023-07-11 01:00:00+00:00,30417.833984375,30580.138671875,30417.833984375,30578.2890625,132185088
2023-07-11 02:00:00+00:00,30587.337890625,30596.8515625,30476.51171875,30476.51171875,23035904
2023-07-11 03:00:00+00:00,30481.876953125,30487.07421875,30412.86328125,30483.400390625,16643072
2023-07-11 04:00:00+00:00,30479.95703125,30497.421875,30448.736328125,30448.736328125,0
2023-07-11 05:00:00+00:00,30449.646484375,30462.302734375,30441.505859375,30451.32421875,8342528
2023-07-11 06:00:00+00:00,30456.6328125,30630.3828125,30453.783203125,30630.3828125,285680640
2023-07-11 07:00:00+00:00,30634.689453125,30645.5,30544.09765625,30544.390625,176654336
2023-07-11 08:00:00+00:00,30542.22265625,30566.5703125,30508.912109375,30508.912109375,0
2023-07-11 09:00:00+00:00,30504.345703125,30507.32421875,30383.12109375,30439.787109375,100942848
2023-07-11 10:00:00+00:00,30444.08203125,30445.85546875,30382.357421875,30397.134765625,0
2023-07-11 11:00:00+00:00,30399.228515625,30454.16796875,30399.228515625,30408.859375,0
2023-07-11 12:00:00+00:00,30411.13671875,30437.548828125,30380.615234375,30437.548828125,0
2023-07-11 13:00:00+00:00,30433.03515625,30491.548828125,30358.09765625,30429.765625,5032960
2023-07-11 14:00:00+00:00,30441.763671875,30586.333984375,30381.962890625,30520.857421875,44656640
2023-07-11 15:00:00+00:00,30526.55859375,30754.69140625,30504.296875,30584.603515625,650158080
2023-07-11 16:00:00+00:00,30598.3828125,30679.833984375,30520.89453125,30649.57421875,126422016
2023-07-11 17:00:00+00:00,30645.626953125,30665.2421875,30566.26953125,30576.025390625,25505792
2023-07-11 18:00:00+00:00,30577.060546875,30579.25390625,30429.875,30484.763671875,0
2023-07-11 19:00:00+00:00,30481.556640625,30584.291015625,30481.556640625,30582.642578125,0
2023-07-11 20:00:00+00:00,30581.779296875,30625.44921875,30559.396484375,30577.03125,0
2023-07-11 21:00:00+00:00,30583.537109375,30583.537109375,30515.63671875,30569.080078125,0
2023-07-11 22:00:00+00:00,30568.958984375,30594.240234375,30523.34375,30579.8125,0
2023-07-11 23:00:00+00:00,30584.755859375,30643.458984375,30584.755859375,30621.84765625,0
2023-07-12 00:00:00+00:00,30632.232421875,30632.232421875,30515.43359375,30522.9140625,0
2023-07-12 01:00:00+00:00,30524.029296875,30570.912109375,30510.5,30543.474609375,0
2023-07-12 02:00:00+00:00,30542.890625,30648.37890625,30540.166015625,30613.900390625,0
2023-07-12 03:00:00+00:00,30606.03515625,30630.48046875,30592.71484375,30597.65625,0
2023-07-12 04:00:00+00:00,30599.19921875,30625.734375,30574.576171875,30624.212890625,0
2023-07-12 05:00:00+00:00,30631.6484375,30683.16796875,30626.60546875,30656.896484375,27696128
2023-07-12 06:00:00+00:00,30662.232421875,30766.626953125,30639.203125,30716.2265625,0
2023-07-12 07:00:00+00:00,30720.494140625,30831.814453125,30717.26953125,30757.294921875,82523136
2023-07-12 08:00:00+00:00,30743.28125,30755.3671875,30688.587890625,30752.783203125,58805248
2023-07-12 09:00:00+00:00,30752.455078125,30771.58203125,30689.794921875,30730.25390625,0
2023-07-12 10:00:00+00:00,30726.384765625,30726.384765625,30665.330078125,30674.498046875,0
2023-07-12 11:00:00+00:00,30682.38671875,30780.251953125,30669.00390625,30761.576171875,82746368
2023-07-12 12:00:00+00:00,30764.32421875,30959.96484375,30668.73828125,30713.126953125,1277782016
2023-07-12 13:00:00+00:00,30721.037109375,30844.416015625,30526.048828125,30664.59765625,795568128
2023-07-12 14:00:00+00:00,30678.0078125,30822.60546875,30678.0078125,30753.04296875,198817792
2023-07-12 15:00:00+00:00,30727.1328125,30799.39453125,30500.169921875,30512.48828125,0
2023-07-12 16:00:00+00:00,30513.30859375,30521.7890625,30440.73046875,30468.537109375,201007104
2023-07-12 17:00:00+00:00,30472.564453125,30516.169921875,30435.794921875,30477.0,138210304
2023-07-12 18:00:00+00:00,30478.9453125,30534.384765625,30437.10546875,30518.7578125,0
2023-07-12 19:00:00+00:00,30526.35546875,30526.35546875,30228.8359375,30291.626953125,598409216
2023-07-12 20:00:00+00:00,30281.271484375,30348.201171875,30246.5234375,30336.73046875,161215488
2023-07-12 21:00:00+00:00,30339.044921875,30373.162109375,30323.9453125,30373.162109375,0
2023-07-12 22:00:00+00:00,30354.330078125,30373.205078125,30348.22265625,30363.859375,0
2023-07-12 23:00:00+00:00,30371.263671875,30414.046875,30363.380859375,30395.693359375,2551808
2023-07-13 00:00:00+00:00,30383.373046875,30433.5234375,30352.18359375,30357.138671875,0
2023-07-13 01:00:00+00:00,30356.65625,30388.080078125,30305.92578125,30381.76953125,0
2023-07-13 02:00:00+00:00,30382.578125,30382.578125,30329.462890625,30329.462890625,0
2023-07-13 03:00:00+00:00,30338.482421875,30343.560546875,30284.103515625,30301.91015625,112877568
2023-07-13 04:00:00+00:00,30295.505859375,30316.51171875,30268.3515625,30294.900390625,54354944
